NAME	DESCRIPTION	minus_1	plus_1	minus_2	plus_2	plus_3	minus_3
SLC25A33	1	6.44586347750786	7.02560131624482	8.00278097712232	8.20116048422722	8.36842428004534	6.82251074383474
RPL9P11	1	6.44586347750786	7.02560131624482	8.00278097712232	8.20116048422722	8.36842428004534	6.82251074383474
PIK3CD	1	6.32764679077181	6.33105787910621	6.38212178540429	5.99315939139867	6.51845483389383	6.7111089689017
RBP7	1	4.4434664851707	4.04685507107514	3.99004221405122	4.14427797090924	3.63461115659803	4.00571841574642
UBE4B	1	6.84375340247488	6.83878576305866	6.92152679306153	6.71282100282766	6.88840025844352	6.953904814416
KIF1B	1	5.7490676307296	6.07215182105967	6.05601097345869	6.13916840407579	5.9255425990817	5.80091159145705
PGD	1	7.14943770431288	7.1223233150573	7.33168750199959	6.78369141152971	6.98952569061873	7.52982577705849
CENPS-CORT	1	5.76406933412063	5.65311474756046	5.6942765036999	5.66367348993549	5.75605857219373	5.44534828049482
CORT	1	5.76406933412063	5.65311474756046	5.6942765036999	5.66367348993549	5.75605857219373	5.44534828049482
CENPS	1	5.76406933412063	5.65311474756046	5.6942765036999	5.66367348993549	5.75605857219373	5.44534828049482
PEX14	1	6.79593679816435	6.84080615777966	6.76090956141752	6.89063706817072	6.94600938997897	7.27920921548734
TARDBP	1	7.64802393173937	7.67559380507881	7.8607768903438	7.6237385026186	7.51177647069462	7.27286549101856
TARDBPP3	1	7.64802393173937	7.67559380507881	7.8607768903438	7.6237385026186	7.51177647069462	7.27286549101856
ANGPTL7	1	4.20700778002248	4.64578777600103	4.76884671731962	4.59478236527184	4.42298584782225	4.67557160883659
UBIAD1	1	8.57173668711665	8.49370111078602	8.45934716996089	8.41775441333196	8.76089436699206	8.90784758325925
FBXO44	1	6.33482213823971	6.27371991079245	6.2565712453608	6.26164651948531	6.49173696323295	6.30855616047032
FBXO6	1	5.66108744663268	5.78334151426216	5.55149493026605	5.80267932416211	5.7185569881867	5.72546917224386
DRAXIN	1	5.57882999812957	5.34468350390634	5.49748272811815	5.49887541610904	5.44367981301104	5.69598550499205
AGTRAP	1	6.48537149293071	6.38049483698711	6.30452961426	6.46043748029888	6.05719975245117	6.51399865536118
CLCN6	1	5.83581365699348	5.94591598443774	5.89095829241643	5.95364690816047	5.88700088733763	6.10052933836627
NPPA-AS1	1	5.83581365699348	5.94591598443774	5.89095829241643	5.95364690816047	5.88700088733763	6.10052933836627
PLOD1	1	5.65810982767237	5.6420818710903	5.65188743270187	5.70793637424509	5.6923018424539	5.82894654102898
MFN2	1	7.94925462766981	8.04001594216842	8.01929821834301	7.99363084820309	7.53733690034072	7.97550378501328
MIIP	1	6.03853298331619	6.02676475031108	6.02999876302513	5.86466680160788	6.04695120388194	5.99106718641527
MIR6729	1	6.03853298331619	6.02676475031108	6.02999876302513	5.86466680160788	6.04695120388194	5.99106718641527
TNFRSF8	1	6.25811208084396	6.36022827898287	6.2336189650272	6.28618321393622	6.34111192837782	6.4644463733472
TNFRSF1B	1	8.85583451841656	9.10113264895885	8.93041340817783	9.04542953688067	8.66563701576804	8.5799068178221
VPS13D	1	6.25095507037077	6.70250463988144	6.56016489205727	6.6800394986093	6.39730572958218	6.34328972036725
C1orf158	1	3.60286061249572	3.96693265321247	3.76737155769183	4.15081753032345	4.08092402232948	4.12194618813134
PRAMEF2	1	4.03965533453164	4.18655964923034	3.59668625200841	4.3196735015689	4.25451473449326	4.10888467884864
PRAMEF14	1	4.03965533453164	4.18655964923034	3.59668625200841	4.3196735015689	4.25451473449326	4.10888467884864
PRAMEF1	1	4.03965533453164	4.18655964923034	3.59668625200841	4.3196735015689	4.25451473449326	4.10888467884864
PRDM2	1	7.71368079195868	7.83180726229808	7.78660018587468	7.91792044513519	7.74821844518118	7.57838489450668
KAZN	1	7.71368079195868	7.83180726229808	7.78660018587468	7.91792044513519	7.74821844518118	7.57838489450668
KAZN	1	6.14225201651983	6.0554035638678	6.1419619693058	6.16657250249393	5.97973626097163	6.35499599479673
KAZN	1	4.47243926812172	4.50187432464808	4.71126904059697	4.5854054067886	4.67003942373586	4.66127382606196
TMEM51	1	3.9761178564475	3.94846479980975	4.01333585345185	3.90266311625598	3.87549368146824	3.9697041984913
EFHD2	1	8.2024029205816	8.27129267627712	8.22026430885164	8.33184118249555	8.34441507458065	7.88990397846031
CTRC	1	5.81139470714369	5.80067809617057	5.68547480292074	5.6150844898222	5.91902279858394	5.82380431799354
CELA2A	1	4.78743773317378	5.36369533646519	5.10174558183704	5.05762612881829	4.97731473212076	5.12996795634118
CELA2B	1	4.78743773317378	5.36369533646519	5.10174558183704	5.05762612881829	4.97731473212076	5.12996795634118
CELA2B	1	4.70386869683817	4.80891220946929	4.73246261647424	4.68203747122933	5.07049999012094	4.92600568716015
DNAJC16	1	6.15447262089721	6.2428615020598	6.36790833217951	6.11975525807488	6.33785288607225	6.27150507853468
DDI2	1	7.5391657423205	7.73104080229684	7.58145595508272	7.56249355980512	7.30497956885947	7.63803637524499
RSC1A1	1	8.40761164043013	8.60464966333824	8.53107339581791	8.53140677815433	8.43339580637181	8.49807279567847
DDI2	1	8.40761164043013	8.60464966333824	8.53107339581791	8.53140677815433	8.43339580637181	8.49807279567847
PLEKHM2	1	6.72248857325017	6.65083803824655	6.73628960719842	6.65666394244791	6.79599763994306	6.76362461334622
SLC25A34	1	6.67151495035233	6.95994377199519	6.96333509591769	6.8601699741347	6.57798605993599	6.776097179577
FBLIM1	1	6.27954685371519	6.44663954081941	6.27889879171843	6.54738664757901	6.48411340667602	6.66248642222273
SPEN	1	8.03783819236935	8.16162993761007	8.15418185196009	8.19838339113026	7.82687064658811	7.92890033150757
SRARP	1	5.17847257019906	5.24444391209854	5.21142668348844	5.20632001812025	5.06295980238371	5.28678342928486
CLCNKA	1	5.00941469451115	5.16431593018296	5.09554758068206	5.53485630084032	5.52498288366948	5.19990666347007
CLCNKB	1	5.00941469451115	5.16431593018296	5.09554758068206	5.53485630084032	5.52498288366948	5.19990666347007
CLCNKB	1	4.70469383361653	4.83500531081123	4.95834336815397	4.8390631128754	4.90250670690609	5.37189215864942
CLCNKA	1	4.70469383361653	4.83500531081123	4.95834336815397	4.8390631128754	4.90250670690609	5.37189215864942
SZRD1	1	8.76959560785772	8.77809488746159	8.75723296984797	8.63865076290372	8.37518060638947	8.77918643225845
NECAP2	1	8.9607205204731	8.78904641521027	8.87126242801278	8.77061176435576	8.86339549476835	9.01474824127895
CROCC	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
RNVU1-18	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
RNU1-3	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
RNU1-4	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
RNU1-2	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
RNU1-1	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
CROCCP3	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
CROCCP2	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
GSTM2	1	5.53139236410697	5.56493243750839	5.64006198224898	5.50300071679181	5.68288177614638	5.73422934605625
PADI1	1	5.10193202927534	5.02285706975087	5.05663833459766	4.95052355445473	5.0125861638871	5.10994273593771
PADI3	1	5.26747119899432	5.34078556815959	5.24310727824499	5.31709931887629	5.44059173456393	5.58196038186785
PADI4	1	5.63847686193174	5.57541002367966	5.62123874622088	5.5816264155135	5.49679148700153	5.74883195861801
PADI6	1	4.55649180784398	4.89853479487326	4.68710385980631	4.93327643849153	4.85945588388575	4.87206622268985
ARHGEF10L	1	5.65430769707203	5.77890261859283	5.71238838863013	5.83863772482865	5.75930556942427	5.95078241209113
ACTL8	1	4.1296600442429	4.26620190890546	4.30233062771455	4.62891818088183	4.45293778906777	4.48617170220125
IGSF21	1	5.11645465114397	5.32179900667564	5.19442054865594	5.31988059286173	5.40096738900777	5.39787448713191
KLHDC7A	1	5.53674679085377	5.84931230304226	5.49508586626294	5.59037592215009	5.53692382966272	5.42329487959392
PAX7	1	5.53421214346442	5.61255486702007	5.64819345087727	5.65949996634048	5.72155152442373	5.90155060138531
MRTO4	1	8.46418756862461	8.46040759485175	8.7691593439939	8.78573829424848	8.7740182326933	8.47739060484967
SLC66A1	1	5.6889105580934	5.98375963944714	5.73942478351333	6.03849883319357	5.89852850319126	6.13502389822259
RPS14P3	1	4.87421073237356	5.23645635320143	5.20762824325622	6.12573263996763	5.63762505618301	3.99051147544006
MICOS10	1	7.1495474478907	7.24847702078559	7.11110514363872	7.43379329981191	7.41724101366548	7.41919041381523
NBL1	1	7.1495474478907	7.24847702078559	7.11110514363872	7.43379329981191	7.41724101366548	7.41919041381523
MICOS10-NBL1	1	7.1495474478907	7.24847702078559	7.11110514363872	7.43379329981191	7.41724101366548	7.41919041381523
LOC105376819	1	7.1495474478907	7.24847702078559	7.11110514363872	7.43379329981191	7.41724101366548	7.41919041381523
HTR6	1	6.34962451013695	6.37669112355959	6.27097156523682	6.4197604786235	6.43933346126423	6.39378396821162
PLA2G5	1	4.499075631859	4.64402131986358	4.97358446358251	4.91902513220271	4.62558029699379	4.99314664079922
PLA2G2F	1	5.90663397792306	6.07188662656818	5.71478673538082	5.81116041099175	6.03516386547397	6.14085173406293
UBXN10	1	4.61801449440622	5.02258836869324	4.70293029410925	5.07286948786201	4.36709702473263	4.7595195774808
LOC105376825	1	4.61801449440622	5.02258836869324	4.70293029410925	5.07286948786201	4.36709702473263	4.7595195774808
VWA5B1	1	5.04837270407323	5.25899310635886	4.99846886488362	4.95372768761712	5.13845529308469	5.29677805044443
FAM43B	1	6.53072426289458	6.47621904051738	6.40159068408007	6.60181440231726	6.54101958223922	6.67035281894459
CDA	1	4.55337825072738	4.73464209494244	4.70220090753331	4.70815279633753	4.70872165333865	4.27585158345325
PINK1	1	7.05325654808752	7.02971097083427	7.12756402023555	6.87755889426055	7.12773252721468	7.47706528659359
MIR6084	1	7.05325654808752	7.02971097083427	7.12756402023555	6.87755889426055	7.12773252721468	7.47706528659359
NBPF3	1	5.86303138028214	5.69823969025852	5.66944575194147	5.8902953492532	6.03238546928087	5.77586262154203
NBPF1	1	5.86303138028214	5.69823969025852	5.66944575194147	5.8902953492532	6.03238546928087	5.77586262154203
ALPL	1	4.97474476768805	5.21668660712364	5.08190568361794	5.28159820430274	5.28651473254828	5.30573757610335
CELA3B	1	5.91831164630424	5.83536725782063	5.99283561078923	5.87329315079097	5.7105156165497	5.94956591455017
CELA3A	1	5.91831164630424	5.83536725782063	5.99283561078923	5.87329315079097	5.7105156165497	5.94956591455017
CELA3A	1	5.43838785389616	5.30842416823388	5.34420895963467	5.68031267926321	5.6634070674491	5.60829474912726
CELA3B	1	5.43838785389616	5.30842416823388	5.34420895963467	5.68031267926321	5.6634070674491	5.60829474912726
LINC00339	1	7.15216294233447	7.34461805472992	7.13970300989389	6.93115031174436	6.15717865004132	6.34539593690457
CDC42	1	8.40076203129569	8.32965296067609	8.32849449763607	8.25315869562082	8.6893215867044	8.39311041194102
CDC42P3	1	8.40076203129569	8.32965296067609	8.32849449763607	8.25315869562082	8.6893215867044	8.39311041194102
ZBTB40	1	6.18194538178861	6.28973605342308	6.15815616784869	6.23751598868991	5.78002151814263	5.77722430422285
EPHA8	1	5.87688385858458	5.93780201957857	5.98138243159433	5.90728791245261	5.89943778052008	6.14238525480672
C1QA	1	4.18867253576817	4.34339926787717	4.27266057763404	4.62766867250215	4.01786081183039	4.22469458790149
C1QC	1	5.2531209008488	5.70104251558643	5.14304250732619	5.59220268270145	5.61086753559997	5.77229730749938
C1QB	1	4.34762446888182	4.62633191030468	4.1821572770414	4.59626757452541	4.34003624253495	4.4619574053753
EPHB2	1	5.48269785610726	5.49864230305426	5.41435018075108	5.43253968650431	5.63377444847511	5.66198779725845
TMEM60	1	5.48269785610726	5.49864230305426	5.41435018075108	5.43253968650431	5.63377444847511	5.66198779725845
KDM1A	1	7.56778224749448	7.47318353667818	7.87530594613759	7.75061146767803	7.9063688228912	7.86985243064605
ZNF436-AS1	1	4.7266366431667	4.82359850348538	4.67763318686142	4.86834170607163	5.05625670048153	5.19667260079299
MDS2	1	6.11710451229386	6.0939957597134	6.03571026649138	6.15329014145964	6.05761402604913	6.5561821828167
RPL11	1	12.2112240884092	12.0651134188067	12.4248515530361	12.2683392111919	12.1006793483095	12.2471507404783
ELOA	1	6.738133929844	6.76508770326658	6.7869196195069	6.76988889118221	7.09492442509474	6.73928036039675
PITHD1	1	7.97863368561255	8.07807902588654	8.06793544511143	7.7963944917167	7.82602241514984	7.69116791273354
LYPLA2	1	11.6836486532473	11.5035270188196	11.3562388578068	11.4253904669338	11.9097770176067	11.7879693405074
LYPLA2P2	1	11.6836486532473	11.5035270188196	11.3562388578068	11.4253904669338	11.9097770176067	11.7879693405074
GRHL3	1	4.91134409657309	5.00816245384723	4.6863490412868	4.9817667850863	4.96079505654307	4.96696832711323
NIPAL3	1	6.32139312535783	6.68762011973055	6.63799465365485	6.64124400048201	6.46952225016172	6.56477243138064
RCAN3	1	10.0895154227922	10.0556265476972	10.1378152430534	10.0381568355153	9.75325912924247	9.91219091326391
SRRM1	1	8.26847154418109	8.22395955910747	8.10366788770408	8.14786856115471	8.03699102130826	8.08330392447194
CLIC4	1	6.16510099160859	6.02738229721728	5.8054820899409	5.84302187447734	6.81222958912847	6.8443267320557
LOC105376876	1	6.16510099160859	6.02738229721728	5.8054820899409	5.84302187447734	6.81222958912847	6.8443267320557
RHD	1	2.93656466994031	3.38278316480304	2.66025319161366	2.5395760584179	3.20109115807288	3.2333823116161
RHCE	1	2.93656466994031	3.38278316480304	2.66025319161366	2.5395760584179	3.20109115807288	3.2333823116161
LDLRAP1	1	7.4181480877846	7.41597321000803	7.60252950502802	7.27424339687704	7.42192261261749	7.87467877859582
MAN1C1	1	6.89613260493769	7.18410080621722	6.98841868109307	6.95960772983938	7.06075731179592	7.00185741543475
SELENON	1	9.62433935557169	9.81596050484346	9.87978320081581	9.88644090534323	9.89160337519323	10.2801951786512
MTFR1L	1	5.87533281638671	5.87269284127677	5.89767468332411	5.78204340695645	5.8484196034128	5.69826865135567
EXTL1	1	5.79843758786203	5.73819727221688	5.58855968887202	5.96861569566634	5.71100845659223	5.98444852751771
PDIK1L	1	6.59755144925254	6.36473654160696	6.34471007198081	5.81842088760856	6.29169327712737	6.45041365318628
FAM110D	1	5.9031858752367	6.01406578526891	6.41163269391267	6.20856943933909	6.30983435345722	6.29877684718972
ZNF593	1	8.22780204908214	8.27110180582677	8.41435838155467	8.27890084744567	8.37711276698462	7.77805968679755
CNKSR1	1	5.08157318300136	5.1207770927292	5.05705042529242	5.50289158301293	5.00701805892596	5.17521670672996
CEP85	1	5.9837676884629	6.11504385216284	5.81430626926571	6.08389418471851	6.02882313820119	5.91500290527069
SH3BGRL3	1	12.0747410477944	12.0672209178819	12.0574530032302	12.0108825453507	11.4905036802546	11.975579121918
CD52	1	12.1343651651699	12.0372044399306	12.0758938787691	12.0520642026036	11.2873892733672	11.3795096842133
LIN28A	1	4.48128016019907	4.66604431351718	4.51471150525292	4.68312558032746	4.93602599784804	4.53340722357092
DHDDS	1	6.52938319634246	7.00319226387704	6.88039452714119	6.87509491859854	6.31134254007612	6.60575670981674
RPS6KA1	1	6.20436803925806	6.07173285563827	5.9716407155598	6.2340945641927	6.16851863626164	5.93601233815179
ARID1A	1	7.86642871858317	7.83852369374249	7.90039880453207	7.75347587628454	7.82685012452324	8.0971947319639
PIGV	1	6.24592408003369	6.18617347872094	6.09250183489513	6.11634750066945	6.27206609991759	6.29157744473255
ZDHHC18	1	8.21632524245804	8.3439388300193	8.30297677826666	8.32779245800031	8.10325758559878	8.63706662238892
SFN	1	5.61502836531037	5.70199127483951	5.69884015797467	5.57633015220721	5.95798555728805	5.92334818199571
NUDC	1	6.21593735981198	6.01559887389628	6.29819785361817	6.08686627906726	7.10009816620511	6.38404809246249
TRNP1	1	6.46357204347995	6.43784983063507	6.52420658583646	6.67137236174406	6.60049599072117	6.62546711223463
WDTC1	1	6.68063618957603	6.64422311649871	6.62833656985589	6.49397367311118	6.59605053454406	6.66842101389405
TMEM222	1	6.67340141165151	6.74906462001894	6.74510449864855	6.88565041000104	6.47725242008728	6.96001675635867
ACTG1P20	1	6.67340141165151	6.74906462001894	6.74510449864855	6.88565041000104	6.47725242008728	6.96001675635867
SYTL1	1	6.33426264036504	6.5115529983119	6.49646111800481	6.52706766543286	6.26308334311118	6.27390304736102
GPR3	1	5.95365093745512	5.97689062987794	5.97841353511403	6.12202823905304	6.11984457891372	6.08119762146537
FAM76A	1	5.90242513129811	6.15107091434227	6.09639217742552	6.12747656365412	5.97924996341244	5.60940724130398
STX12	1	7.51170611972861	7.49941451196912	7.22992530484011	7.20011578165233	7.27135210101906	7.14945157903647
PPP1R8	1	6.72278487032639	6.70358627459891	6.66125195166166	6.58218389314355	6.67108497696921	6.73867934298942
SCARNA1	1	6.72278487032639	6.70358627459891	6.66125195166166	6.58218389314355	6.67108497696921	6.73867934298942
THEMIS2	1	6.57657920201153	6.48465182931097	6.94837442139514	6.89196792254845	6.49242294745284	6.32607174148344
SMPDL3B	1	5.0192180630402	6.13308087472932	5.45234482476248	5.15455071805052	4.52018870834572	5.41410937428125
XKR8	1	6.63420791741402	6.37846921911196	6.2721003819402	6.45774079778266	6.38851778228076	6.64677863767718
ATP5IF1	1	8.05895548378851	7.86533306182701	8.07816804250536	7.93434730870237	8.11313665354911	7.61443375047893
SESN2	1	6.86613677390844	7.09833955314208	6.90871791834158	7.01373645515636	6.9163583313964	6.98082604172338
MED18	1	4.92975503657186	4.79637118118831	4.93611664017302	5.00636857662728	4.99223771739946	4.92661603290906
RCC1	1	6.08042159268182	6.29616179685292	6.2483202256795	6.21959614546048	6.24629591244786	6.55974550209595
SNORA73A	1	6.08042159268182	6.29616179685292	6.2483202256795	6.21959614546048	6.24629591244786	6.55974550209595
SNHG3	1	6.08042159268182	6.29616179685292	6.2483202256795	6.21959614546048	6.24629591244786	6.55974550209595
SNORA73B	1	6.08042159268182	6.29616179685292	6.2483202256795	6.21959614546048	6.24629591244786	6.55974550209595
TRNAU1AP	1	6.60966597103304	6.6282990730351	6.59112155544408	6.4969051032974	6.29007065563117	6.3581330775952
RAB42	1	4.41187631016964	4.0225771957617	4.13496786068996	4.51285878954961	4.08367276475296	4.08685279091202
GMEB1	1	7.94471525853087	8.00610211491236	8.12632875790914	8.24119995426749	7.75510230340629	7.92513305539863
YTHDF2	1	6.97133781356097	6.56568666615951	6.96338087970212	7.27497109322824	7.07929348871964	7.39515212588312
OPRD1	1	6.00050789989396	5.81468910252175	6.13055968191061	5.89537509015571	5.91208249360905	6.2935072379391
EPB41	1	8.73143196812853	8.58017643285974	8.79225050204437	8.80506413183045	8.43243275928762	8.20748686188103
PTPRU	1	4.84715309657458	4.93549314797554	4.86522237586369	4.94907246363792	5.06995476669891	5.07571170315325
ZCCHC17	1	7.45378934500623	7.34218153002041	7.48877413402393	7.2524239652155	7.05112611610456	6.99972693892972
SERINC2	1	6.1197602776886	6.39332342628043	6.29572801442527	6.24546150263602	6.198754746481	6.28583324476
TINAGL1	1	4.67762269233607	4.69626371693837	4.62111292902243	4.64004973009609	4.67967580458557	4.82094636581679
LDC1P	1	4.67762269233607	4.69626371693837	4.62111292902243	4.64004973009609	4.67967580458557	4.82094636581679
HCRTR1	1	6.24904662616393	6.13106599694278	6.09367692959296	6.3528508125508	5.98718812313994	6.15859813766475
KHDRBS1	1	9.04701943287751	9.11600240458343	9.15838520840805	9.09903443115131	9.0852528058526	9.10159546218397
TMEM39B	1	6.0033130271365	5.80680021504133	5.90150877272155	5.86775412939104	6.32199922565552	6.31640448875345
KPNA6	1	6.94067355839307	6.99793143288055	7.05546633489527	6.94121797770443	7.26853732798806	7.017015903674
TXLNA	1	7.92063448716508	8.04588213842716	8.03304779089836	8.20041065601633	7.90785017318765	7.91888966025315
CCDC28B	1	6.01182379270132	6.14025544499459	5.96158978229916	6.31511728127339	5.99026738026173	6.0133980872263
IQCC	1	5.35402635005454	5.36817795669284	5.23543853555838	5.32285323383103	5.27059526106815	5.23101153807961
EIF3I	1	10.4130979504821	10.3021575079164	10.3824114649465	10.3727180142687	10.2445866998913	10.2650937078224
FAM167B	1	5.63817977006624	5.55328100508659	5.49975301163712	5.65591276528212	5.74577074635128	5.47296503596789
LCK	1	8.83499640395631	8.99321160558202	8.880649005879	8.65631485544444	8.76128783238096	8.8116037724669
HDAC1	1	7.72044696904717	7.64888044207373	7.66328964869433	7.62401783396198	7.03313138843715	7.42210863470891
TSSK3	1	4.92242750435633	5.28673041678615	5.1775685332457	5.26072604824406	4.85120964716745	5.03459045546092
KIAA1522	1	6.03576104388102	6.10213565425303	6.00098559158963	6.11733554716027	6.33296129091919	6.43726808261228
S100PBP	1	6.61896796588671	6.95812530834843	7.14159441668187	6.98382321103093	6.56587360670574	6.85438713066467
HPCA	1	5.32105605802838	5.12656540326173	5.300304243323	5.43143710108522	5.62046368972128	5.39122902934515
AZIN2	1	5.001206704191	5.03103913860932	4.95614406452323	5.07285508327141	4.99761233062241	4.97530567993905
ZNF362	1	7.36449122453763	7.2063487169699	7.07060428614949	7.15310003560113	7.12427945941401	7.33331886516071
ZSCAN20	1	5.89742080970715	5.81590924507218	5.58562373231475	5.77028827122172	5.24883518091806	5.98697282775529
C1orf94	1	4.21241328928308	4.65457524537062	4.4782830593799	4.5857794644219	4.73060080235735	4.62384932364675
ZMYM1	1	5.06424298831185	5.1463456968684	5.28492119302552	5.2670124583883	5.24344393738815	5.16796932637058
ZMYM4	1	6.24818885537652	6.14000332963893	6.17733600781628	6.2444201980703	6.47476382177969	6.54430383995478
NCDN	1	6.91502987702373	6.57109626766868	6.9064200975937	6.96994234065491	7.07216170312148	7.24446063339806
